Shortest path
Vertex		Distance from Source
124.15.103.69		563
124.15.132.80		410
124.16.69.254		491
124.21.77.245		303
124.35.30.163		340
124.38.36.252		354
124.41.14.163		438
124.42.12.140		330
124.46.125.17		281
124.56.157.100		87
124.56.196.187		316
124.58.80.106		296
124.59.86.110		224
124.60.211.8		391
124.70.234.236		359
124.71.32.241		287
124.71.134.181		349
124.75.149.148		327
124.80.5.232		372
124.83.47.235		339
124.83.130.82		377
124.85.15.173		533
124.87.203.159		528
124.113.12.131		350
124.116.185.57		307
124.119.13.157		304
124.119.17.148		423
124.125.52.86		448
124.128.160.93		333
124.137.214.158		408
124.138.182.155		440
124.138.231.251		280
124.141.248.230		452
124.142.198.125		354
124.147.153.106		337
124.155.68.205		433
124.162.71.79		439
124.163.33.158		376
124.165.210.251		440
124.169.75.124		224
124.170.47.95		286
124.170.124.125		409
124.175.203.16		440
124.175.244.162		472
124.179.2.67		378
124.183.213.48		313
124.196.81.96		329
124.197.47.24		317
124.197.73.137		514
124.207.152.2		470
124.208.107.199		110
124.213.145.20		377
124.217.206.130		447
124.218.181.168		473
124.220.173.211		565
124.221.118.120		211
124.222.142.102		264
124.223.195.95		213
124.225.5.71		300
124.225.60.81		504
124.227.34.16		216
124.227.100.123		367
124.237.5.222		384
124.237.72.244		376
124.250.169.132		312
124.251.151.16		372
124.251.216.233		502
125.1.200.225		200
125.2.55.48		407
125.8.100.135		442
125.9.135.52		443
125.29.216.192		329
125.29.253.98		435
125.30.171.103		424
125.38.226.233		325
125.44.196.93		308
125.47.84.111		312
125.51.187.111		432
125.54.234.59		272
125.61.225.232		620
125.63.190.232		364
125.64.92.64		557
125.76.202.25		402
125.78.73.35		252
125.81.40.198		347
125.88.163.253		350
125.92.65.232		431
125.92.125.57		346
125.115.29.99		370
125.116.247.7		344
125.118.77.242		535
125.120.202.142		299
125.122.33.156		331
125.126.228.244		324
125.127.162.235		346
125.127.172.76		396
125.129.74.154		316
125.139.219.116		151
125.142.52.125		446
125.143.248.159		293
125.148.17.16		296
125.156.179.110		198
125.160.212.183		219
125.174.23.9		285
125.176.36.170		455
125.177.247.4		354
125.178.137.57		374
125.183.28.46		262
125.185.118.119		258
125.185.133.197		451
125.186.22.136		370
125.189.143.131		417
125.195.178.197		314
125.196.128.50		411
125.196.241.253		339
125.198.130.211		542
125.208.116.237		268
125.212.166.66		390
125.219.34.175		225
125.238.49.235		387
125.238.184.214		356
125.238.187.42		298
125.241.180.169		542
125.246.15.119		270
125.251.87.100		320
126.3.164.87		418
126.4.100.141		276
126.6.39.212		583
126.6.80.60		430
126.7.4.68		346
126.9.124.33		352
126.16.78.177		336
126.21.78.90		336
126.21.134.96		372
126.24.1.149		365
126.24.115.242		319
126.29.144.239		364
126.35.28.217		338
126.37.166.178		264
126.42.59.250		356
126.50.13.128		250
126.60.109.254		428
126.65.174.132		378
126.66.148.189		286
126.86.40.184		374
126.98.98.59		344
126.99.24.131		324
126.111.26.35		462
126.113.224.64		188
126.119.202.46		247
126.123.207.81		305
126.125.70.138		370
126.127.250.107		278
126.128.188.104		452
126.146.83.140		262
126.152.15.212		281
126.165.219.27		275
126.167.157.101		422
126.174.137.124		357
126.177.18.247		513
126.178.130.129		340
126.180.19.154		419
126.181.3.24		427
126.184.15.31		388
126.186.1.38		552
126.205.142.212		375
126.210.184.103		365
126.216.176.91		417
126.218.106.22		578
126.224.156.182		260
126.225.33.76		327
126.227.63.236		385
126.231.33.31		423
126.235.220.172		511
126.241.113.217		165
126.241.252.204		266
126.244.55.58		217
126.248.228.182		497
126.252.52.115		360
127.3.128.61		361
127.17.120.178		222
127.19.169.92		351
127.30.152.244		467
127.30.200.248		316
127.33.67.206		400
127.33.85.45		324
127.36.95.148		275
127.38.231.128		359
127.38.247.238		370
127.42.16.228		362
127.42.147.189		256
127.46.98.41		219
127.53.200.239		321
127.56.79.23		287
127.57.52.57		189
127.61.122.33		247
127.64.134.5		419
127.72.37.50		347
127.72.40.162		332
127.86.161.215		440
127.95.194.65		362
127.109.19.82		258
127.116.153.176		302
127.117.72.73		359
127.129.147.95		243
127.148.163.209		260
127.150.16.244		309
127.164.182.231		286
127.166.83.96		526
127.183.216.88		409
127.185.176.195		459
127.188.90.224		373
127.193.216.65		361
127.195.133.41		357
127.197.42.148		208
127.198.135.85		283
127.203.130.91		297
127.206.91.192		368
127.210.28.33		317
127.213.22.26		386
127.222.123.187		265
127.233.248.65		442
127.242.150.56		502
127.247.153.221		426
128.9.3.237		286
128.9.78.182		466
128.12.230.2		392
128.17.111.101		463
128.27.166.25		575
128.47.216.109		247
128.49.143.200		446
128.50.150.239		402
128.51.81.95		472
128.60.161.43		435
128.63.26.155		349
128.67.53.172		381
128.68.152.226		290
128.69.125.128		261
128.70.249.135		346
128.75.215.242		465
128.81.196.59		394
128.92.189.152		294
128.96.34.127		262
128.97.121.115		328
128.103.209.191		385
128.113.28.43		390
128.113.97.167		355
128.113.195.196		304
128.119.236.253		512
128.120.103.182		353
128.130.224.115		266
128.131.187.27		300
128.160.164.11		381
128.161.144.130		260
128.167.128.159		385
128.170.77.176		304
128.175.18.158		160
128.175.153.53		287
128.177.186.206		370
128.188.203.207		394
128.189.25.63		380
128.190.73.75		422
128.191.172.128		374
128.193.33.199		399
128.204.149.175		553
128.205.56.227		391
128.225.97.97		635
128.232.1.253		323
128.234.77.109		324
128.237.94.60		375
128.237.233.186		419
128.242.225.129		496
128.242.239.86		331
128.248.67.234		267
129.6.32.37		421
129.8.88.58		375
129.16.12.169		401
129.16.57.95		344
129.23.124.107		291
129.23.197.2		357
129.39.77.250		403
129.41.251.31		360
129.42.34.201		491
129.46.29.83		379
129.49.163.132		289
129.54.28.239		383
129.57.34.17		360
129.57.250.41		360
129.62.58.163		425
129.62.230.15		223
129.67.218.9		469
129.71.127.134		497
129.74.67.208		310
129.78.143.162		402
129.78.226.203		352
129.79.170.85		333
129.80.63.42		547
129.84.230.64		534
129.84.245.191		407
129.88.74.145		253
129.90.98.72		291
129.101.221.254		290
129.114.120.106		428
129.114.171.154		435
129.118.108.15		297
129.120.78.59		358
129.124.188.129		296
129.127.84.83		328
129.134.174.113		244
129.138.180.176		436
129.139.226.235		402
129.148.178.177		326
129.155.1.156		246
129.159.171.163		396
129.159.198.62		269
129.161.9.197		493
129.161.101.60		310
129.166.144.155		267
129.169.78.67		411
129.174.225.152		362
129.176.198.91		352
129.178.118.226		370
129.188.56.236		354
129.192.78.191		356
129.193.157.26		415
129.203.41.142		373
129.214.118.65		381
129.219.217.117		427
129.224.217.81		297
129.227.196.170		376
129.240.162.41		313
129.241.52.191		347
129.248.171.143		425
130.8.207.156		422
130.19.115.186		411
130.21.66.3		356
130.24.44.186		309
130.31.181.252		374
130.49.20.166		418
130.52.224.174		343
130.62.168.235		350
130.72.42.137		370
130.78.227.237		460
130.83.190.90		373
130.86.94.20		356
130.86.177.121		688
130.87.221.187		339
130.95.239.245		362
130.97.161.167		294
130.97.163.133		311
130.101.116.34		311
130.104.75.75		268
130.109.48.115		358
130.109.203.64		386
130.111.226.156		254
130.116.152.85		375
130.120.117.134		400
130.122.75.112		372
130.125.48.229		504
130.127.196.70		345
130.136.8.233		290
130.136.63.197		181
130.136.119.233		297
130.156.251.152		522
130.158.205.240		313
130.162.6.14		367
130.163.85.160		308
130.170.47.12		322
130.177.35.76		370
130.182.103.14		461
130.184.4.26		299
130.186.221.72		439
130.187.122.17		267
130.188.178.60		296
130.191.38.66		401
130.192.239.152		250
130.192.253.167		323
130.196.151.99		599
130.199.52.189		498
130.203.206.166		274
130.208.10.36		493
130.215.132.219		136
130.217.70.133		425
130.217.116.58		350
130.217.142.189		356
130.219.69.104		404
130.220.160.235		236
130.234.67.96		312
130.237.166.185		334
130.239.233.66		310
130.240.198.221		296
130.242.180.137		349
130.253.75.212		277
131.1.16.225		281
131.2.89.62		333
131.21.187.32		541
131.44.185.105		174
131.49.139.41		298
131.55.204.5		321
131.61.148.229		233
131.63.236.211		373
131.71.106.200		515
131.76.22.207		359
131.82.129.149		382
131.83.150.37		458
131.83.207.181		381
131.87.191.43		351
131.90.213.165		340
131.92.70.81		493
131.95.97.132		367
131.95.146.60		189
131.96.100.208		340
131.99.188.144		271
131.109.118.121		356
131.110.104.254		360
131.120.17.10		436
131.132.102.106		281
131.132.229.71		277
131.138.99.107		387
131.140.8.192		441
131.144.92.145		281
131.153.100.132		336
131.162.211.9		390
131.163.121.47		437
131.165.144.81		359
131.166.58.201		317
131.166.183.212		388
131.176.62.160		335
131.181.205.130		371
131.183.219.215		335
131.185.174.62		443
131.188.113.246		335
131.196.22.233		388
131.197.29.17		265
131.211.65.198		574
131.212.100.98		373
131.216.23.16		353
131.221.225.74		307
131.223.35.152		263
131.223.41.28		413
131.226.9.148		415
131.235.99.98		232
131.239.109.254		221
131.248.215.65		350
131.252.133.105		303
132.1.23.184		283
132.1.221.36		285
132.9.80.102		348
132.12.227.143		232
132.15.123.30		357
132.32.200.171		405
132.36.109.158		376
132.37.34.132		426
132.37.46.158		531
132.41.144.5		442
132.44.191.150		309
132.47.135.55		348
132.52.5.181		343
132.52.192.209		292
132.59.32.77		438
132.63.137.155		358
132.67.93.14		354
132.73.193.32		428
132.92.166.133		312
132.93.140.95		295
132.96.144.240		280
132.104.232.17		485
132.116.154.62		339
132.117.248.8		320
132.121.136.173		258
132.126.244.3		330
132.130.52.93		591
132.131.58.130		284
132.138.2.74		384
132.139.197.64		312
132.140.168.177		417
132.145.229.46		324
132.151.247.159		390
132.159.93.22		286
132.160.186.136		398
132.161.159.112		329
132.162.146.158		554
132.163.139.53		285
132.164.197.114		400
132.165.238.43		367
132.170.224.7		195
132.174.16.225		144
132.179.244.235		479
132.179.253.190		426
132.181.76.117		386
132.184.250.167		375
132.199.27.155		557
132.203.82.175		100
132.204.223.231		403
132.217.136.63		323
132.225.44.79		301
132.237.142.131		601
132.240.159.114		378
132.242.245.160		336
132.244.142.116		325
132.246.251.43		663
133.11.194.228		313
133.26.137.124		351
133.26.221.131		336
133.29.187.49		284
133.30.24.200		367
133.32.164.243		333
133.35.74.159		322
133.56.104.131		374
133.57.195.153		362
133.59.3.24		419
133.60.237.6		469
133.64.46.18		317
133.86.196.67		250
133.86.213.248		304
133.96.190.163		194
133.99.248.159		354
133.113.93.201		297
133.114.205.252		346
133.118.96.177		330
133.133.30.219		288
133.136.32.247		346
133.147.134.201		383
133.159.194.54		355
133.164.61.195		336
133.166.13.41		395
133.166.52.87		368
133.169.220.44		429
133.189.20.67		334
133.189.92.158		234
133.197.41.90		233
133.203.129.102		528
133.204.160.96		535
133.212.91.198		369
133.217.65.70		214
133.220.37.121		414
133.223.10.103		550
133.228.124.144		399
133.247.235.67		277
133.250.79.173		351
133.252.102.143		480
134.9.74.196		376
134.12.29.209		375
134.29.58.60		310
134.33.30.141		289
134.33.167.165		176
134.34.32.31		495
134.43.47.37		374
134.49.91.225		429
134.50.228.152		277
134.52.185.230		314
134.58.4.8		266
134.76.53.249		407
134.78.230.86		436
134.87.79.103		305
134.103.92.190		356
134.107.245.38		363
134.120.102.8		454
134.120.195.16		348
134.123.53.207		166
134.128.210.196		273
134.130.134.134		467
134.141.21.1		389
134.151.67.207		311
134.152.88.146		320
134.162.79.145		377
134.162.110.148		499
134.163.151.150		420
134.167.120.9		332
134.178.103.127		515
134.187.27.95		321
134.205.201.229		285
134.214.125.203		272
134.219.179.22		456
134.224.209.209		482
134.235.210.175		382
134.240.46.240		379
134.249.130.112		360
134.252.184.75		387
135.6.3.107		353
135.9.187.189		742
135.9.230.194		262
135.12.2.95		347
135.17.232.67		314
135.20.16.247		318
135.21.82.49		283
135.27.30.180		316
135.36.80.4		340
135.41.59.134		504
135.50.180.34		346
135.53.103.170		374
135.53.227.189		313
135.62.52.249		321
135.62.189.90		332
135.64.15.194		361
135.67.128.175		213
135.76.70.67		355
135.80.1.200		267
135.81.106.78		276
135.90.20.185		361
135.92.131.126		360
135.97.169.139		431
135.102.224.187		305
135.105.164.65		236
135.108.56.172		490
135.113.88.252		325
135.113.231.177		398
135.116.57.150		380
135.128.208.99		317
135.129.188.212		452
135.133.56.140		464
135.134.118.81		342
135.136.19.200		375
135.144.25.67		256
135.146.254.233		293
135.148.136.19		391
135.150.48.139		305
135.150.72.154		401
135.161.2.96		342
135.169.53.195		453
135.169.103.106		395
135.187.107.177		445
135.189.1.82		458
135.195.153.102		417
135.197.25.175		287
135.197.84.222		220
135.209.136.250		341
135.216.114.32		376
135.225.112.56		377
135.226.194.244		390
135.233.111.19		329
135.236.135.41		343
135.244.124.247		313
135.249.234.92		242
136.32.198.146		316
136.39.245.182		193
136.40.90.149		379
136.42.74.52		283
136.46.30.182		228
136.47.191.221		307
136.52.162.37		323
136.54.132.186		262
136.61.110.78		874
136.78.79.160		352
136.80.41.77		245
136.82.170.134		558
136.89.88.31		614
136.97.91.161		238
136.99.9.62		261
136.103.36.27		359
136.103.58.212		302
136.104.12.247		418
136.110.96.35		393
136.110.233.137		405
136.111.82.228		184
136.120.138.101		579
136.132.18.180		327
136.138.207.8		309
136.139.5.229		384
136.144.220.77		376
136.147.3.47		295
136.148.221.195		296
136.149.128.86		315
136.150.163.69		345
136.152.234.98		438
136.159.159.95		443
136.160.85.124		339
136.169.127.155		492
136.174.194.188		348
136.191.87.54		339
136.196.203.174		233
136.200.10.172		491
136.203.194.10		367
136.204.155.97		296
136.206.79.107		294
136.212.79.153		257
136.225.146.212		351
136.227.24.103		259
136.228.39.101		299
136.229.219.5		451
136.237.223.245		305
136.242.54.86		486
136.251.80.125		402
137.4.175.17		242
137.10.243.187		313
137.20.62.29		275
137.26.67.221		561
137.35.108.172		225
137.35.251.223		310
137.40.205.172		484
137.42.39.184		399
137.42.86.107		380
137.53.64.184		302
137.56.96.155		327
137.61.185.49		401
137.61.197.144		335
137.71.37.151		296
137.71.233.109		410
137.75.207.181		377
137.78.203.160		403
137.79.36.121		414
137.80.92.92		268
137.86.223.106		248
137.92.233.109		295
137.97.220.40		374
137.99.164.203		279
137.105.200.4		455
137.106.2.193		272
137.117.238.176		356
137.118.60.248		473
137.119.208.63		367
137.120.109.125		364
137.120.166.126		277
137.123.13.41		264
137.127.211.29		538
137.127.254.182		517
137.128.241.67		443
137.129.48.202		384
137.129.75.47		445
137.152.3.180		431
137.161.171.118		284
137.163.204.190		336
137.166.199.89		384
137.169.193.233		324
137.177.43.163		370
137.179.228.128		320
137.182.68.73		636
137.183.243.89		521
137.186.247.96		398
137.192.189.134		242
137.196.221.157		378
137.199.85.187		235
137.204.190.228		369
137.205.114.81		256
137.227.59.27		361
137.233.84.52		286
137.234.228.20		361
137.236.234.254		523
137.240.173.73		327
137.244.139.198		351
137.248.122.164		361
137.250.148.51		260
137.251.142.232		404
137.252.175.79		294
138.16.35.142		397
138.16.49.39		369
138.16.99.176		282
138.18.25.252		328
138.18.248.115		412
138.28.170.174		410
138.28.179.240		394
138.33.94.131		400
138.38.254.208		356
138.47.55.125		368
138.53.235.85		461
138.54.245.153		265
138.57.208.69		344
138.63.152.79		486
138.84.246.179		505
138.85.174.77		368
138.87.46.198		218
138.105.189.60		237
138.106.250.66		333
138.107.64.226		317
138.117.104.86		282
138.122.64.213		341
138.123.252.175		396
138.127.137.4		427
138.141.149.4		447
138.146.77.29		541
138.150.120.172		401
138.160.9.176		429
138.168.75.192		254
138.175.18.121		397
138.180.249.145		446
138.187.36.60		309
138.192.250.167		664
138.195.95.215		436
138.200.187.81		310
138.200.234.193		333
138.204.6.250		262
138.208.112.232		361
138.208.134.221		352
138.211.121.56		338
138.214.16.56		379
138.216.40.206		306
138.231.200.66		303
138.234.205.110		317
138.237.86.97		491
138.238.207.77		393
138.246.11.230		449
139.1.7.188		463
139.5.32.251		321
139.8.206.171		460
139.12.149.68		392
139.19.207.36		398
139.22.154.35		437
139.26.138.63		365
139.31.66.122		246
139.34.206.138		391
139.36.102.73		366
139.40.115.235		425
139.48.82.185		286
139.56.248.169		349
139.61.110.87		683
139.63.250.161		322
139.68.239.11		383
139.70.2.179		418
139.88.136.168		320
139.89.58.219		505
139.95.82.34		313
139.100.159.66		429
139.110.89.228		275
139.111.172.203		290
139.115.186.151		401
139.118.98.214		297
139.121.124.7		428
139.121.134.61		298
139.142.101.58		149
139.149.75.238		350
139.158.94.163		310
139.162.144.137		419
139.164.28.177		400
139.168.134.168		460
139.173.190.142		320
139.188.134.185		544
139.191.254.206		442
139.198.236.127		343
139.201.94.84		446
139.204.148.153		527
139.205.32.205		291
139.209.114.186		467
139.227.181.154		510
139.242.85.43		364
139.246.2.50		395
139.248.144.125		317
140.1.47.3		434
140.5.163.157		336
140.15.233.191		340
140.18.51.97		289
140.25.69.121		292
140.31.220.89		368
140.35.162.42		392
140.38.40.194		542
140.44.56.47		477
140.44.121.49		336
140.51.3.53		381
140.52.43.161		455
140.54.28.232		363
140.55.148.140		400
140.67.15.117		423
140.69.237.76		368
140.71.103.246		307
140.81.113.88		382
140.88.250.137		255
140.93.116.59		358
140.94.16.16		312
140.97.62.25		277
140.97.239.101		472
140.100.247.39		429
140.101.242.240		333
140.106.85.5		285
140.118.3.184		338
140.122.212.135		370
140.131.192.237		282
140.134.73.253		393
140.142.45.27		390
140.148.196.37		425
140.152.67.121		324
140.152.169.129		321
140.153.34.205		315
140.153.35.135		366
140.156.105.138		440
140.159.85.188		470
140.161.21.173		390
140.176.104.152		317
140.181.191.109		443
140.183.107.183		439
140.202.166.12		351
140.203.241.233		334
140.205.87.168		444
140.217.14.221		322
140.217.249.164		335
140.218.165.73		570
140.229.203.230		376
140.231.23.183		447
140.239.219.5		303
140.242.93.199		307
140.242.194.220		363
140.248.118.53		423
140.250.228.17		541
140.251.107.175		257
140.254.225.11		414
141.8.66.16		425
141.9.241.79		427
141.14.36.86		304
141.40.171.35		413
141.44.200.140		429
141.44.212.213		414
141.46.175.8		317
141.48.205.216		471
141.57.117.245		317
141.65.169.183		402
141.74.73.225		369
141.83.22.68		296
141.85.89.35		336
141.91.42.112		293
141.93.105.100		406
141.96.3.124		349
141.101.237.25		564
141.102.104.64		426
141.102.122.184		365
141.112.160.139		532
141.114.176.51		338
141.120.174.121		325
141.123.83.82		258
141.133.124.41		404
141.136.177.21		408
141.137.249.168		370
141.139.192.156		382
141.141.35.245		238
141.156.161.229		269
141.178.235.195		322
141.180.167.175		295
141.184.226.128		333
141.186.171.139		413
141.191.129.49		220
141.196.196.20		362
141.202.142.188		280
141.205.3.209		361
141.205.223.149		257
141.207.26.169		341
141.215.211.32		430
141.217.224.232		339
141.221.61.8		470
141.236.67.162		344
141.238.2.189		331
141.238.44.25		403
141.245.81.201		396
141.254.62.249		238
142.13.188.142		319
142.14.144.253		783
142.15.209.176		323
142.17.98.25		318
142.21.77.246		243
142.31.39.212		390
142.38.120.41		397
142.39.171.170		381
142.40.85.132		305
142.40.135.102		347
142.41.58.69		313
142.50.68.8		541
142.60.77.202		339
142.62.114.105		386
142.66.137.138		318
142.76.165.234		416
142.92.91.183		341
142.92.209.64		365
142.95.27.64		391
142.95.44.254		619
142.102.167.116		437
142.115.162.199		330
142.128.245.238		512
142.133.75.27		294
142.138.9.72		310
142.139.194.227		399
142.144.155.132		222
142.148.62.226		569
142.149.98.94		362
142.178.228.159		317
142.180.13.72		477
142.181.98.204		332
142.192.195.177		376
142.198.170.216		276
142.205.21.50		226
142.206.121.9		278
142.208.251.231		122
142.220.152.113		464
142.224.144.21		319
142.229.103.153		418
142.233.162.125		334
142.235.96.123		211
142.236.44.68		341
142.239.98.164		344
142.241.143.189		211
142.242.97.155		269
142.245.137.182		423
142.248.253.242		285
143.9.227.12		392
143.14.67.226		210
143.17.58.101		530
143.19.143.159		348
143.20.176.176		425
143.20.253.214		281
143.21.200.11		465
143.29.48.81		457
143.33.183.41		219
143.37.55.161		388
143.40.233.183		206
143.42.71.79		361
143.46.220.91		389
143.52.117.2		289
143.53.176.104		365
143.68.166.244		435
143.70.94.136		244
143.74.248.158		518
143.76.55.120		414
143.96.227.138		448
143.101.202.143		311
143.102.55.158		360
143.106.124.54		326
143.106.150.139		347
143.118.198.185		396
143.119.13.212		212
143.121.210.124		429
143.129.120.71		402
143.136.246.162		300
143.138.5.214		452
143.138.100.213		511
143.142.184.142		434
143.145.139.27		342
143.157.35.157		374
143.159.84.50		261
143.163.49.125		304
143.168.143.122		259
143.174.61.127		507
143.180.157.231		252
143.183.54.125		363
143.184.191.144		425
143.185.43.189		456
143.188.208.149		524
143.202.99.71		333
143.205.184.16		466
143.207.2.124		271
143.208.96.11		476
143.218.178.93		356
143.227.190.224		399
143.229.210.31		321
143.234.189.36		362
143.240.237.246		426
144.1.216.13		397
144.12.37.100		422
144.16.145.48		327
144.28.142.65		341
144.40.38.181		186
144.51.2.85		322
144.61.144.172		362
144.75.81.174		240
144.80.202.64		246
144.83.84.245		300
144.93.130.238		484
144.103.109.96		298
144.115.49.11		314
144.116.20.106		449
144.118.208.198		392
144.118.209.10		332
144.123.55.27		301
144.125.20.88		351
144.126.249.187		356
144.130.123.120		240
144.131.147.126		331
144.139.235.194		325
144.143.170.8		266
144.145.31.71		362
144.145.135.28		303
144.152.187.147		301
144.156.202.167		415
144.159.236.98		491
144.162.188.10		358
144.180.152.44		313
144.187.161.113		313
144.187.176.182		401
144.192.92.6		319
144.198.29.54		381
144.200.103.185		368
144.207.118.154		391
144.214.85.66		421
144.233.23.226		397
144.234.174.92		283
144.247.177.199		439
144.251.186.169		336
145.2.60.144		452
145.4.19.104		290
145.4.22.162		287
145.5.235.190		341
145.9.20.215		359
145.9.204.198		543
145.20.25.3		311
145.25.116.219		248
145.33.166.119		388
145.34.196.94		329
145.41.220.72		335
145.45.210.41		450
145.46.179.41		542
145.49.76.152		445
145.53.126.52		307
145.54.186.141		311
145.60.119.124		381
145.61.54.152		547
145.64.28.228		450
145.64.77.83		358
145.66.12.33		363
145.67.132.40		408
145.71.86.254		262
145.77.164.123		286
145.77.237.160		455
145.81.15.218		369
145.84.28.85		349
145.90.40.181		438
145.90.179.17		653
145.92.48.17		282
145.99.186.83		440
145.102.181.233		323
145.107.25.117		301
145.109.94.39		432
145.114.164.2		206
145.115.50.111		406
145.123.180.22		291
145.128.86.234		161
145.132.123.140		337
145.132.206.5		358
145.137.72.199		426
145.139.62.30		261
145.142.189.233		405
145.145.136.251		446
145.146.73.170		432
145.146.229.65		451
145.149.228.121		430
145.151.208.146		404
145.152.168.206		358
145.156.110.152		327
145.157.84.253		478
145.163.170.89		392
145.164.206.97		349
145.167.204.230		389
145.168.123.214		413
145.172.219.58		325
145.174.111.174		540
145.174.254.22		340
145.178.108.150		362
145.181.214.55		345
145.185.83.186		582
145.195.1.82		374
145.195.65.85		189
145.198.80.189		292
145.214.16.227		498
145.222.117.93		211
145.223.103.211		375
145.229.176.236		370
145.230.74.163		287
145.238.204.125		351
145.241.138.104		427
146.1.184.72		412
146.18.12.194		274
146.22.37.239		428
146.25.57.76		490
146.42.65.77		231
146.46.187.150		275
146.49.137.86		403
146.58.44.93		253
146.74.193.47		403
146.83.240.111		245
146.85.227.244		325
146.88.46.211		293
146.91.135.154		621
146.95.56.201		191
146.95.241.195		316
146.95.254.230		390
146.96.1.2		301
146.96.75.224		493
146.108.214.179		466
146.109.64.126		461
146.110.191.232		331
146.113.110.95		488
146.115.102.16		318
146.115.238.155		460
146.121.50.168		419
146.132.228.10		390
146.139.95.183		320
146.141.229.156		416
146.143.94.231		373
146.146.13.49		403
146.152.176.116		545
146.155.159.55		310
146.161.36.181		359
146.164.161.135		495
146.179.28.249		384
146.185.83.187		372
146.191.9.39		390
146.200.111.41		243
146.200.122.199		344
146.216.34.64		369
146.216.84.232		318
146.222.177.224		290
146.225.158.145		308
146.229.80.47		452
146.236.43.167		455
146.236.250.180		541
146.243.219.102		300
146.244.137.48		376
146.247.4.155		348
146.247.64.251		320
146.251.199.206		348
147.2.235.215		449
147.3.93.104		474
147.17.211.211		331
147.21.109.234		586
147.21.194.47		397
147.27.32.147		347
147.27.60.46		319
147.29.123.77		397
147.35.216.103		406
147.45.11.93		399
147.45.32.69		361
147.45.210.95		393
147.50.151.64		331
147.57.148.191		315
147.60.115.206		274
147.64.82.222		294
147.66.8.244		310
147.68.144.59		318
147.69.145.51		312
147.70.219.167		336
147.70.220.97		359
147.75.118.40		293
147.83.146.128		237
147.85.222.119		289
147.87.173.108		357
147.91.74.252		446
147.91.160.7		416
147.103.191.76		380
147.121.19.41		276
147.122.196.153		338
147.125.204.8		661
147.130.214.21		337
147.137.35.160		355
147.145.165.163		389
147.149.33.93		458
147.161.117.46		316
147.162.113.220		531
147.163.74.109		522
147.163.245.118		348
147.168.194.67		422
147.173.226.45		255
147.199.240.32		410
147.200.31.207		315
147.206.89.28		291
147.206.148.192		504
147.207.139.213		341
147.209.97.83		315
147.218.138.252		355
147.219.133.89		406
147.223.110.143		286
147.228.211.65		331
147.238.4.24		316
147.239.151.26		329
147.241.41.102		354
148.14.62.137		473
148.21.42.116		326
148.21.193.10		455
148.23.59.32		190
148.27.98.194		480
148.32.105.98		303
148.32.172.96		316
148.32.199.112		436
148.33.34.146		280
148.40.246.131		234
148.43.254.61		367
148.59.94.27		367
148.64.23.95		404
148.65.11.9		358
148.71.103.238		348
148.75.211.65		310
148.76.27.139		312
148.78.146.32		301
148.86.58.37		373
148.89.101.132		321
148.92.110.229		358
148.93.216.235		225
148.98.219.145		248
148.99.252.142		617
148.106.31.235		449
148.106.67.126		216
148.112.14.195		288
148.114.138.93		406
148.115.147.78		327
148.117.165.23		215
148.127.117.120		415
148.135.247.244		224
148.139.123.25		326
148.141.4.129		214
148.164.68.86		388
148.173.151.73		387
148.179.170.92		422
148.184.87.45		385
148.186.82.219		588
148.187.95.179		326
148.190.70.150		408
148.201.102.228		428
148.212.236.8		254
148.214.145.187		383
148.220.32.8		408
148.222.7.77		221
148.223.147.181		344
148.227.104.227		297
148.229.72.71		456
148.231.173.109		191
148.241.198.130		401
148.242.50.129		359
148.242.158.173		350
148.246.131.54		268
148.248.72.68		370
148.248.231.227		516
149.5.110.166		314
149.16.43.118		400
149.20.225.9		397
149.31.15.37		515
149.33.109.46		371
149.33.228.88		368
149.42.238.94		399
149.44.37.220		375
149.62.250.142		360
149.63.109.124		368
149.65.189.54		437
149.68.44.165		279
149.77.204.98		338
149.89.193.77		272
149.93.56.126		531
149.94.175.197		388
149.99.246.21		349
149.107.65.216		378
149.113.116.77		373
149.117.166.20		399
149.120.50.15		403
149.126.54.214		428
149.129.62.52		190
149.137.29.212		379
149.144.12.38		390
149.144.129.12		265
149.149.231.45		400
149.154.155.51		389
149.156.199.104		379
149.158.66.253		284
149.161.153.236		309
149.174.206.92		444
149.176.156.130		430
149.181.37.188		477
149.182.90.161		430
149.188.15.189		269
149.196.197.224		445
149.214.185.60		564
149.214.200.54		288
149.215.127.198		403
149.221.27.206		383
149.233.177.224		324
149.235.29.89		346
149.239.196.224		138
149.242.26.196		352
149.248.83.242		317
150.2.161.176		291
150.7.117.242		506
150.7.177.56		329
150.12.23.69		287
150.13.46.192		482
150.23.68.248		419
150.27.132.74		433
150.39.31.101		310
150.41.91.138		382
150.42.101.136		329
150.46.146.213		315
150.56.131.126		330
150.63.235.83		314
150.72.46.27		413
150.93.171.208		413
150.97.47.24		422
150.98.22.3		345
150.100.214.83		465
150.101.99.231		529
150.105.122.159		248
150.105.164.245		407
150.107.1.231		226
150.108.100.133		401
150.108.132.129		390
150.109.234.34		338
150.113.179.61		311
150.114.207.188		300
150.118.17.188		191
150.123.112.105		320
150.128.158.43		323
150.130.195.167		518
150.136.127.16		476
150.137.174.100		350
150.144.190.94		372
150.147.166.213		211
150.148.114.67		437
150.151.245.253		238
150.159.246.239		576
150.166.239.23		315
